UniqueKey,Date_Test,TesterInitial,Bck_Consent,Bck_UsedService,Bck_Test_Self,Bck_Test_Friends,Bck_Test_Others,Bck_Test_Unk,Bck_Gender,Bck_SubstanceType,Bck_Description,Bck_Sub_Onsite,Bck_Sub_Offsite,Bck_Sub_GroundFind,Bck_Sub_Medical,Bck_Sub_Security,Bck_Sub_Online,Bck_Belief,Bck_Belief_Other,Raman_Consent,Raman_Result_1,Raman_Result_1_clean,Raman_Result_1_Other,Raman_Result_1_Other_clean,Raman_Result_2,Raman_Result_2_clean,Raman_Result_2_Other,Raman_Result_2_Other_clean,Raman_Result_3,Raman_Result_3_clean,Raman_Result_3_Other,Raman_Result_3_Other_clean,Raman_Result_4,Raman_Result_4_clean,Raman_Result_4_Other,Raman_Result_4_Other_clean,MachineCode,Howmany,Fentanyl_Conset,FTIR,Raman,Comments,Positive,Negative,UniqueCode,Color_Consent,Color_Result,Color_Result_2C,Color_Result_Other,Discard_YesMass_Before,Wereyousurprisedbythisresult,Areyousatisfiedwiththedrugcheckingprocess,Basedontheresultwhatwillyoudowithyourdrug,Mass_Comments,Data Entry
337,2017-08-12,,0,0,Yes,No,Yes,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4463,No,,,,,1,0,1,,Kailin
338,2017-08-12,IG,0,0,Yes,No,Yes,No,0,1,,Yes,No,No,No,No,No,10,,No,7,NO MATCH,UNIDENTIFIED PLANT,,7,OTHER,MESCALIN TRACE,MESCALIN TRACE,,,,,,,,,,,Yes,Yes,No,,No,Yes,4469,No,,,,,0,0,7,,Kailin
339,2017-08-12,IG,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,,No,Yes,No,,No,No,5022,No,,,,,0,0,0,,Kailin
340,2017-08-12,IG,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,10,,Yes,DMT,OTHER,,DMT,,,,,,,,,,,,,3,,No,Yes,No,,No,No,4458,No,,,,,1,0,0,,Kailin
341,,IG,0,0,Yes,Yes,No,No,1,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,3,Yes,Yes,No,,No,Yes,4455,No,,,,,1,0,0,,Kailin
342,2017-08-12,IG,0,2,Yes,No,Yes,No,1,1,,Yes,No,No,No,No,No,0,,Yes,D-TYROSINE,OTHER,,D-TYROSINE,MSM,OTHER,,MSM,CAFFEINE,OTHER,,CAFFEINE,,,,,3,,Yes,Yes,No,,No,Yes,4449,No,,,,,1,0,4,,Kailin
343,2017-08-12,RH,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4510,No,,,,1,1,0,0,,Kailin
344,2017-08-12,RH,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,No,No,,No,Yes,4506,No,,,,1,1,0,0,,Kailin
345,2017-08-12,RH,0,2,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,No,Yes,No,,No,No,4504,No,,,,1,0,0,0,,Kailin
346,2017-08-12,RH,0,2,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,No,Yes,No,,No,No,4505,No,,,,,0,0,,,Kailin
347,2017-08-12,AQ,0,0,Yes,No,No,No,0,6,,No,Yes,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4493,No,,,,1,1,0,0,,Kailin
348,2017-08-12,AQ,0,0,Yes,No,No,No,0,1,,No,No,Yes,No,No,No,11,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4492,No,,,,1,1,0,7,,Kailin
349,2017-08-12,SB/AQ,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,5,,Yes,Yes,Yes,SENT TO FTIR,No,Yes,4472,No,,,,1,1,0,0,,Kailin
350,2017-08-12,SB/AQ,0,0,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,5,,Yes,Yes,Yes,RAMAN INCONCLUSIVE,No,Yes,5015,No,,,,1,1,0,0,,Kailin
351,2017-08-12,AQ,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4479,No,,,,1,0,0,7,,Kailin
352,2017-08-12,AQ,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,2021,No,,,,0,0,0,4,,Kailin
353,2017-08-12,AQ,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4475,No,,,,1,0,0,2,,Kailin
354,2017-08-12,AQ,0,0,Yes,No,No,No,1,2,,Yes,No,No,No,No,No,0,,Yes,7,OTHER,CAFFEINE,CAFFEINE,7,OTHER,MDMA METHYL ANALOGUE,MDMA METHYL ANALOGUE,,,,,,,,,4,,Yes,Yes,No,,No,Yes,5026,No,,,,1,1,0,4,,Kailin
355,2017-08-12,AQ,0,0,Yes,No,No,No,1,1,,No,No,Yes,No,No,No,11,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,5023,No,,,,1,1,0,0,,Kailin
356,2017-08-12,AQ,0,0,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,2,Yes,Yes,No,,No,Yes,4462,No,,,,1,1,0,0,,Kailin
357,2017-08-12,RH,0,2,Yes,No,No,No,1,0,,No,No,Yes,No,No,No,11,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,5051,No,,,,1,0,0,0,,Kailin
358,2017-08-12,RH,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,,,Yes,Yes,No,,No,Yes,5049,No,,,,1,1,0,1,,Kailin
359,2017-08-12,RH,0,2,No,No,Yes,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,5046,No,,,,1,1,0,0,,Kailin
360,2017-08-12,RH,0,0,Yes,Yes,No,No,0,0,,No,No,Yes,No,No,No,11,,Yes,7,OTHER,CAFFEINE,CAFFEINE,7,OTHER,PHONECDIN,PHENACETIN,,,,,,,,,4,3,Yes,Yes,No,,No,Yes,5044,No,,,,0,0,0,4,,Kailin
361,2017-08-12,RH,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,2,Yes,Yes,No,,No,Yes,5041,No,,,,1,1,0,0,,Kailin
362,2017-08-12,RH,0,0,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4524,No,,,,1,1,0,1,,Kailin
363,2017-08-12,RH,0,2,No,Yes,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,7,OTHER,SAFROLE,SAFROLE,,,,,,,,,4,,Yes,Yes,No,,No,Yes,5082,No,,,,1,1,0,7,,Kailin
364,2017-08-12,SB,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4486,No,,,,1,1,0,0,,Kailin
365,2017-08-12,SB,0,3,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,INOSITOL,INOSITOL,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4487,No,,,,1,1,0,0,,Kailin
366,2017-08-12,SB,0,2,Yes,No,No,No,0,0,,No,No,Yes,No,No,No,11,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4000,No,,,,1,0,0,0,,Kailin
367,2017-08-12,SB,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4471,No,,,,1,0,0,2,,Kailin
368,2017-08-12,,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,2,MDA,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4470,No,,,,1,0,0,0,,Kailin
369,2017-08-12,SB,0,0,Yes,No,No,No,0,1,,No,No,No,No,No,No,0,,Yes,7,OTHER,DIMETHYL SULFONE,DIMETHYL SULFONE,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,5016,No,,,,1,0,0,7,,Kailin
370,2017-08-12,SB,0,0,Yes,Yes,No,No,0,0,,No,No,Yes,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,3515,No,,,,1,1,0,5,,Kailin
371,2017-08-12,SB,0,2,Yes,No,No,No,4,0,,No,No,Yes,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4453,No,,,,1,1,0,0,,Kailin
372,2017-08-12,SB,0,2,Yes,Yes,No,No,1,0,,No,No,Yes,No,No,No,11,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,3,Yes,No,Yes,,No,Yes,4443,No,,,,1,1,0,2,,Kailin
373,2017-08-12,SB,0,2,Yes,No,No,No,0,0,,No,No,Yes,No,No,No,11,,Yes,1,MDMA,,,7,OTHER,SAFROLE,SAFROLE,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4434,No,,,,1,1,0,2,,Kailin
374,2017-08-12,SB,0,0,Yes,No,No,No,1,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,2,MDA,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4423,No,,,,,,,,,Kailin
375,2017-08-12,SB,0,2,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,7,OTHER,MDP2P,MDP2P,2,MDA,,,,,,,5,,Yes,No,Yes,,No,Yes,4406,No,,,,,,,,,Kailin
376,2017-08-12,SB,0,1,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,2,MDA,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4351,No,,,,1,1,0,2,,Kailin
377,2017-08-12,,0,2,Yes,No,Yes,No,1,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,8,NO MATCH,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,5028,No,,,,,1,0,0,,Kailin
378,2017-08-12,KM,0,2,Yes,No,Yes,No,1,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,5027,No,,,,1,1,0,0,,Kailin
379,2017-08-13,KM,0,0,Yes,No,No,No,4,1,,Yes,No,No,No,No,No,0,,Yes,,,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,5080,No,,,,,1,0,0,,Kailin
380,2017-08-12,KM,0,2,Yes,Yes,No,No,1,0,,Yes,No,Yes,No,No,No,3,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,2,Yes,Yes,No,,No,Yes,4441,No,,,,1,0,0,2,,Kailin
381,2017-08-12,KM,0,2,No,No,Yes,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4454,No,,,,1,0,0,0,,Kailin
382,2017-08-12,KM,0,2,Yes,No,Yes,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,7,OTHER,MANNITOL,MANNITOL,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4459,No,,,,,1,0,2,,Kailin
383,2017-08-12,KM,0,2,Yes,No,Yes,No,1,0,,No,No,Yes,No,No,No,11,,Yes,8,NO MATCH,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4460,No,,,,0,0,0,4,,Kailin
384,2017-08-12,KM,0,0,Yes,No,Yes,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,5021,No,,,,1,1,0,0,,Kailin
385,2017-08-12,KM,0,0,Yes,No,Yes,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,5018,No,,,,1,1,0,0,,Kailin
386,2017-08-12,KM,0,0,Yes,No,Yes,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,5019,No,,,,,0,0,0,,Kailin
387,2017-08-12,KM,0,0,Yes,No,Yes,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,5020,No,,,,1,0,0,2,,Kailin
388,2017-08-12,KM,0,0,Yes,No,Yes,No,1,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,5017,No,,,,1,1,0,0,,Kailin
389,2017-08-12,KM,0,0,Yes,No,No,No,1,1,,Yes,No,No,No,No,No,0,,Yes,7,OTHER,MSM,MSM,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4476,No,,,,1,1,0,0,,Kailin
390,2017-08-12,KM,0,2,Yes,No,No,No,0,1,,Yes,No,Yes,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4482,No,,,,1,1,0,0,,Kailin
391,2017-08-12,KM,0,0,Yes,No,Yes,No,0,0,,No,No,Yes,No,No,No,11,,Yes,3,COCAINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,No,4488,No,,,,1,1,0,0,,Kailin
392,2017-08-13,ML,0,3,No,No,Yes,No,4,0,,No,No,No,Yes,No,No,11,,Yes,1,MDMA,,,7,OTHER,,,,,,,,,,,4,,No,Yes,No,,No,No,5083,No,,,,0,,,,,Kailin
393,2017-08-12,KM,0,0,Yes,No,Yes,No,0,0,,No,No,Yes,No,No,No,11,,Yes,,,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4489,No,,,,1,1,0,0,,Kailin
394,2017-08-12,KM,0,0,Yes,No,Yes,No,0,0,,No,No,Yes,No,No,No,11,,Yes,3,COCAINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4490,No,,,,1,1,0,0,,Kailin
395,2017-08-12,KM,0,0,No,No,No,Yes,0,0,,No,No,Yes,No,No,No,11,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4491,No,,,,1,1,0,0,,Kailin
396,2017-08-12,KM,0,0,Yes,Yes,No,No,0,0,,Yes,No,Yes,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,1,Yes,Yes,No,,No,Yes,5085,No,,,,1,1,0,0,,Kailin
397,2017-08-12,SB,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,5078,No,,,,1,1,0,0,,Kailin
398,2017-08-12,SB,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,5084,No,,,,1,1,0,0,,Kailin
399,2017-08-12,SB,0,0,Yes,No,No,No,1,0,,No,No,Yes,No,No,No,11,,Yes,4,METHAMPHETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4513,No,,,,1,0,0,7,,Kailin
400,2017-08-12,SB,0,0,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4514,No,,,,1,0,0,0,,Kailin
401,2017-08-12,IG,0,0,Yes,No,No,No,0,1,,No,No,Yes,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,No,Yes,No,,No,Yes,4526,No,,,,1,0,0,0,,Kailin
402,2017-08-12,IG,0,0,No,Yes,No,No,1,1,,No,No,Yes,No,No,No,11,,Yes,1,MDMA,,,7,OTHER,MANNITOL,MANNITOL,,,,,,,,,3,,No,Yes,No,,No,Yes,4516,No,,,,1,0,0,5,,Kailin
403,2017-08-12,IG,0,2,No,Yes,No,No,1,1,,No,No,Yes,No,No,No,11,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,No,Yes,No,,No,Yes,4515,No,,,,1,0,0,5,,Kailin
404,2017-08-12,IG,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4507,No,,,,1,0,0,2,,Kailin
405,2017-08-12,IG,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,7,OTHER,MANNITOL,MANNITOL,,,,,,,,,3,,Yes,Yes,No,,No,Yes,5048,No,,,,1,1,0,0,,Kailin
406,2017-08-12,IG,0,2,Yes,Yes,No,No,1,1,,No,No,Yes,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,5042,No,,,,1,1,0,0,,Kailin
407,2017-08-12,RH/IG,0,0,Yes,No,No,No,1,6,,No,No,Yes,No,No,No,11,,Yes,7,OTHER,LIDOCAINE,LIDOCAINE,3,COCAINE,,,,,,,,,,,03-Apr,,Yes,Yes,No,,No,Yes,5031,No,,,,0,0,0,4,,Kailin
408,2017-08-12,IG,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,1,Yes,Yes,No,,No,Yes,5039,No,,,,1,1,0,0,,Kailin
409,2017-08-12,IG,0,2,Yes,No,No,No,1,0,,No,No,Yes,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,5066,No,,,,1,1,0,0,,Kailin
410,2017-08-12,AQ,0,2,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,,,Yes,No,No,,No,No,5064,No,,,,1,1,0,0,,Kailin
411,2017-08-12,SB,0,2,Yes,No,Yes,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,7,OTHER,MANNITOL,MANNITOL,,,,,,,,,2,,Yes,Yes,No,,No,Yes,5035,No,,,,1,1,0,0,,Kailin
412,2017-08-12,SB,0,0,Yes,Yes,No,No,1,1,,No,No,Yes,No,No,No,11,,Yes,7,OTHER,PLAIN FLOUR,CARBOHYDRATES,8,NO MATCH,,,,,,,,,,,2,2,Yes,Yes,No,,No,Yes,5081,No,,,,0,1,0,4,,Kailin
413,2017-08-12,SB,0,2,Yes,No,Yes,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,5036,No,,,,1,0,0,0,,Kailin
414,2017-08-12,SB,0,2,Yes,No,Yes,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,5033,No,,,,1,0,0,0,,Kailin
415,2017-08-12,SB,0,2,Yes,No,Yes,No,1,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,5034,No,,,,1,0,0,0,,Kailin
416,2017-08-12,AQ,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,5058,No,,,,1,1,0,0,,Kailin
417,2017-08-12,AQ,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,5057,No,,,,1,1,0,7,,Kailin
418,2017-08-12,AQ,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,5060,No,,,,1,1,0,0,,Kailin
419,2017-08-12,AQ,0,0,No,No,Yes,No,1,2,,No,Yes,No,No,No,No,0,,Yes,8,NO MATCH,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,5055,No,,,,1,1,1,7,,Kailin
420,2017-08-12,AQ,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4502,No,,,,1,0,0,2,,Kailin
421,2017-08-12,AQ,0,0,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,3,COCAINE,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4503,No,,,,1,0,0,2,,Kailin
422,2017-08-12,RH,0,2,Yes,No,No,No,1,0,,No,No,Yes,No,No,No,11,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,5052,No,,,,1,1,0,0,,Kailin
423,2017-08-12,RH,0,0,Yes,No,No,No,4,0,,No,No,Yes,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,5062,No,,,,1,0,0,0,,Kailin
424,2017-08-12,KM,0,2,Yes,No,No,No,4,0,,No,No,Yes,No,No,No,11,,Yes,6,KETAMINE,,,8,NO MATCH,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,5047,No,,,,1,1,0,4,,Kailin
425,2017-08-12,KM,0,2,Yes,No,No,No,0,0,,No,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4521,No,,,,1,1,0,0,,Kailin
426,2017-08-12,KM,0,2,Yes,No,Yes,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,5063,No,,,,1,0,0,7,,Kailin
427,2017-08-12,AQ,0,2,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4509,No,,,,1,1,0,0,,Kailin
428,2017-08-12,AQ,0,2,Yes,No,No,No,3,0,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4517,No,,,,1,1,0,7,,Kailin
429,2017-08-12,AQ,0,2,Yes,No,No,No,3,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,INOSITOL,INOSITOL,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4520,No,,,,1,1,0,0,,Kailin
430,2017-08-12,AQ,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4522,No,,,,1,1,0,1,,Kailin
431,2017-08-12,AQ,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,3,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,1,Yes,Yes,No,,No,Yes,4525,No,,,,1,0,0,7,,Kailin
432,2017-08-12,AQ,0,0,Yes,No,Yes,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4527,No,,,,1,1,0,0,,Kailin
433,2017-08-12,AQ,0,0,Yes,No,Yes,No,1,2,,No,Yes,No,No,No,No,5,,Yes,7,OTHER,CAFFEINE,CAFFEINE,4,METHAMPHETAMINE,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4529,No,,,,0,0,0,4,,Kailin
434,2017-08-12,AQ,0,2,Yes,No,No,No,0,0,,No,No,Yes,No,No,No,11,,Yes,3,COCAINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4531,No,,,,1,1,0,5,,Kailin
435,2017-08-12,AQ,0,0,Yes,No,No,No,0,0,,No,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,5030,No,,,,1,1,0,0,,Kailin
436,2017-08-12,AQ,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,7,OTHER,D-MANNITOL,D-MANNITOL,,,,,,,,,1,2,Yes,Yes,No,,No,Yes,5032,No,,,,1,1,0,0,,Kailin
437,2017-08-12,AQ,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,1,1,Yes,Yes,No,,No,Yes,5037,No,,,,1,1,0,0,,Kailin
438,2017-08-12,AQ,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,1,1,Yes,Yes,No,,No,Yes,5038,No,,,,1,1,0,0,,Kailin
439,2017-08-12,AQ,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,CAFFEINE,CAFFEINE,,,,,,,,,1,,Yes,Yes,No,,No,Yes,5043,No,,,,1,1,0,0,,Kailin
440,2017-08-12,AQ,0,2,Yes,No,No,No,1,1,,Yes,No,No,No,No,No,11,,Yes,7,OTHER,ACETAMINOPHEN,ACETAMINOPHEN,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,5045,No,,,,0,0,0,4,,Kailin
441,2017-08-12,,0,0,Yes,No,Yes,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,5029,No,,,,1,1,0,0,,Kailin
442,2017-08-12,,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,,No,No,Yes,,No,No,5040,No,,,,0,1,0,4,,Kailin
443,2017-08-12,IG,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,5065,No,,,,0,0,0,4,,Kailin
444,2017-08-12,IG,0,2,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,5061,No,,,,,1,0,0,,Kailin
445,2017-08-12,IG,0,2,Yes,No,No,No,0,2,,No,No,Yes,No,No,No,11,,Yes,7,OTHER,CIALIS,CIALIS,,,,,,,,,,,,,3,,No,Yes,No,,No,Yes,5050,No,,,,1,0,0,5,,Kailin
446,2017-08-12,IG,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,10,,Yes,7,OTHER,DMT,DMT,7,OTHER,5-OH-DMT,5-OH-DMT,,,,,,,,,3,2,No,Yes,No,,No,No,4541,No,,,,,1,0,5,,Kailin
